"Node","Score","Impacted","Stressed","Total"
"CN007B","98","1","0","21"
"HG3047","98","1","1","91"
"VB026A","98","1","0","85"
"HG3527","98","1","0","18"
"HT9202/9205","98","2","3","38"
"GU013A","98","1","1","70"
"VB023C","98","1","0","48"
"HM027A","98","0","3","5"
"CC4600","98","1","0","24"
"GGY36","98","1","0","8"
"VA009D","98","1","0","42"
"VB023B","98","1","1","45"
"HB5207/5208","98","1","4","30"
"HS2593","98","1","2","54"
"CM008A","98","1","0","46"
"VA020A","98","1","2","26"
"PPC68","98","1","1","45"
"AR075A","98","2","0","113"
"GU032/GU033","98","2","0","101"
"CC4719/4722","98","1","0","50"
"SB034/SB035","98","1","3","59"
"DO006","98","2","0","23"
"SB060/SB064","98","2","15","40"
"CT9001A","98","1","1","33"
"LA6051/6053","98","3","10","24"
"JU026","98","1","1","83"
"LL7004D","98","2","8","83"
"CD26/CD25","98","2","0","54"
"CC4726/4728","98","1","7","47"
"VA005D","98","1","5","32"
"DO010C","98","1","0","1"
"HS2583","98","1","0","39"
"HT9212","98","5","6","16"
"CM012","98","1","4","18"
"VA009B","98","2","0","8"
"NR005D","98","1","3","26"
"MMR7","98","1","0","18"
"LB5276/5266","98","2","0","76"
"CR001A","98","1","4","23"
"LB5319","98","1","0","85"
"VB023A","98","2","14","21"
"HT9200/9201","98","1","4","39"
"PPC98","98","1","1","29"
"GU006B","98","1","1","53"
"CC4779/4780","98","2","0","27"
"LL7092/LL7097","98","1","5","32"
"CM016B","98","2","10","29"
"HM024B","98","1","0","33"
"LU013A","98","1","1","47"
"LP014D","98","1","2","84"
"PPC68A","98","0","17","24"
"SL014B","98","0","5","16"
"HS2204B","98","1","0","41"
"VB016C","98","1","1","61"
"LA6056/LA6058","98","1","7","36"
"HG3032","98","1","0","52"
"HS2298","98","1","0","20"
"MT019B","98","1","1","12"
"AR012B","98","3","1","90"
"RG007A","98","2","4","8"
"LL7090/LL7091","98","2","21","37"
"HG3010","98","7","3","14"
"NR017/018/019","98","2","9","44"
"AR071","98","1","0","28"
"VA006A","98","2","1","35"
"LP021B","98","1","1","24"
"HT9269/9270","98","4","14","44"
"VA005B","98","1","1","31"
"ICO09","98","2","16","27"
"LB5259/5257","98","6","15","35"
"SB024/SB025","98","5","18","30"
"CA003A","98","3","0","87"
"LA010","98","33","8","47"
"LUHUBB","98","3","0","21"
"HT9219/9218","98","13","11","39"
"VA003A","98","24","8","44"
"LL7061D","98","9","0","52"
"LA6066/LA6067","98","1","43","114"
"GU002B","99","0","1","34"
"ISL11A","99","0","1","2"
"HC4304","99","0","1","1"
"MT010A","99","0","1","9"
"HC4131","99","0","1","2"
"HS2837","99","0","1","19"
"HS2192","99","0","1","58"
"ISL31","99","0","1","12"
"HT9038","99","0","1","1"
"SB030","99","0","1","28"
"HS3591","99","0","1","85"
"ISL39","99","0","1","20"
"HB5224/5226","99","0","1","21"
"AR056","99","0","1","24"
"HT9265","99","0","1","22"
"HC4505","99","0","3","103"
"RFSYC01","99","1","0","2"
"GPT13","99","1","0","19"
"SB052/SB053","99","1","0","28"
"DO059","99","1","0","144"
"ISL28","99","1","0","15"
"MT018","99","1","0","13"
"HT9268/HT9273","99","0","1","26"
"HS2828/2827","99","0","1","13"
"LL7094","99","0","1","21"
"GU004A","99","0","1","28"
"HM039A","99","1","0","113"
"MAN01B","99","0","2","20"
"HB5201/5202","99","0","1","50"
"GGY45","99","0","1","53"
"LL7093/LL7095","99","0","1","46"
"GGY40","99","0","1","3"
"NR020/NR023","99","1","0","53"
"LL7096/LL7098","99","0","3","28"
"CC4787/4788","99","0","1","42"
"ISL35","99","1","1","17"
"CN010B","99","1","0","30"
"AR057","99","0","1","37"
"CI001B","99","1","1","8"
"SB041","99","1","0","27"
"RFMAN01","99","0","2","2"
"MO012A","99","0","1","39"
"ISL37","99","1","0","24"
"HM031B","99","0","1","39"
"GGY18","99","0","1","44"
"NA011C","99","0","1","6"
"PPC57","99","0","1","4"
"RFLB03","99","1","0","2"
"HS2821","99","0","1","12"
"VB016D","99","0","1","17"
"CC4725/4727","99","2","0","21"
"CA082A","99","2","0","87"
"HS2204","99","0","6","6"
"HS2260","99","0","1","12"
"DOAQUA","99","0","1","18"
"RFLB01/RFLB02","99","2","0","2"
"ISL38","99","1","0","23"
"ISI15","99","0","1","44"
"HS2672","99","1","0","27"
"HS2589","99","0","1","62"
"HT9266","99","0","1","27"
"HT9211","99","1","0","13"
"VA005C","99","1","3","100"
"CC4789/4790","99","1","0","8"
"HS2702","99","0","2","7"
"DO028","99","0","1","5"
"GGY11","99","1","2","43"
"ISL25","99","1","0","24"
"HS1198","99","1","0","15"
"SB040/SB048","99","1","0","58"
"GGY23","99","1","0","7"
"LA6077/LB5320","99","1","0","78"
"VB016B","99","0","2","15"
"LB5275/5274","99","0","3","52"
"SB062/SB063","99","1","0","51"
"HC4047A","99","1","1","128"
"LB5261/5260","99","1","0","23"
"MMR04","99","0","1","33"
"HM023B","99","0","4","44"
"CD006C","99","1","0","57"
"UT001C","99","1","0","25"
"HT9213/9209","99","1","0","29"
"HS2664","99","1","4","59"
"LB5037A","99","1","0","119"
"HS2711","99","1","0","30"
"ISL18","99","1","3","21"
"CY018","99","1","0","143"
"HC4512","99","1","1","98"
"CA067B","99","1","0","31"
"SB028/SB029","99","1","0","83"
"CA053B","99","1","0","37"
"AI004A","99","1","0","53"
"UT003","99","1","3","24"
"CY023 2","99","1","0","61"
"MO010B","99","3","0","29"
"HG3724/3725/3726/3727","99","1","3","91"
"HG3765","99","1","0","75"
"NR005C","99","2","0","37"
"RG053","99","6","0","43"
"HS2845","99","1","0","83"
"LP014C","99","1","0","17"
"LL7051C","99","2","0","71"
"HS2006","99","0","4","25"
"PPN13","99","1","0","21"
"HS3600","99","1","0","25"
"HG3524","99","1","0","21"
"JU004B","99","1","0","42"
"MT005D","99","1","0","34"
"ISL27","99","1","0","25"
"RFMHM01","99","2","0","2"
"P070","99","1","0","35"
"HG3078","99","1","0","155"
"CC4132","99","1","1","179"
"MMY27A","99","1","0","28"
"SB055/SB057","99","4","16","61"
"AR033","99","1","4","79"
"MMR6","99","2","2","19"
"HB5200","99","1","0","39"
"SB061","99","5","5","18"
"LB5230/5243","99","0","11","16"
"LB5236/5244","99","1","9","30"
"HS2320","99","3","24","37"
"AR073","99","3","1","146"
"LB5318","99","3","15","68"
"LL7088/LL7089","99","0","15","31"
"CM016A","99","9","12","25"
"HS2715","100","0","0","51"
"DO010B","100","0","0","1"
"ISL32","100","0","0","26"
"ISL36","100","0","0","15"
"HS2285","100","0","0","1"
"HG3545","100","0","0","29"
"HS2274","100","0","0","4"
"HG3537","100","0","0","3"
"LB5324","100","0","0","11"
"HS2814","100","0","0","7"
"ISL15","100","0","0","28"
"ISL24","100","0","0","20"
"LAB-LUQ","100","0","0","4"
"NR024","100","0","0","12"
"ISL22","100","0","0","21"
"SCR23/SCR24","100","0","0","2"
"NR016/NR021","100","0","0","39"
"HS2707","100","0","0","6"
"NR007/NR011","100","0","0","17"
"NR005B","100","0","0","14"
"NR012/013","100","0","0","42"
"HM014B","100","0","0","1"
"MO001B","100","0","0","4"
"HG3020","100","0","0","1"
"HS2850","100","0","0","2"
"MT010B","100","0","0","4"
"LP025","100","0","0","83"
"HS2690","100","0","0","5"
"GGY44","100","0","0","51"
"GGY38","100","0","0","7"
"GGY39","100","0","0","1"
"CA112","100","0","0","1"
"HS2691","100","0","0","5"
"LB5217","100","0","0","24"
"HS2287/VET./Conv","100","0","0","1"
"HT2714","100","0","0","12"
"HS2708","100","0","0","3"
"HS2701","100","0","0","19"
"HS2822","100","0","0","16"
"HS2700","100","0","0","7"
"PJD26A","100","0","0","2"
"HS2706","100","0","0","6"
"RFHM02","100","0","0","2"
"CN003A","100","0","0","4"
"UT011","100","0","0","4"
"NAN11","100","0","0","1"
"NRC05","100","0","0","1"
"HMHUB","100","0","0","2"
"UT004","100","0","0","8"
"CO001A","100","0","0","2"
"Pedro-Silva-Park","100","0","0","3"
"RFCR01","100","0","0","1"
"HB5228/5229","100","0","0","8"
"DO027A","100","0","0","2"
"PDP-HEALTH","100","0","0","2"
"MT005C","100","0","0","13"
"AQUARIUS","100","0","0","1"
"P033","100","0","0","1"
"BA008","100","0","0","1"
"AR019","100","0","0","36"
"MMR8","100","0","0","14"
"VB028B","100","0","0","1"
"MMR03","100","0","0","25"
"AROFF","100","0","0","9"
"RFHA01/RFHA02","100","0","0","2"
